instant,season,year,month,hour,holiday,weekday,working_day,weather_sit,temp, feeling_temp,hum,wind_speed,casual,registered,datetime,cnt
13413,3,1,7,1,0,3,1,1,0.76,0.7273,0.66,0.1045,2,14,2012-07-18 01:00:00,16
13414,3,1,7,2,0,3,1,1,0.74,0.697,0.66,0.1343,3,5,2012-07-18 02:00:00,8
13415,3,1,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,2,2,2012-07-18 03:00:00,4
13416,3,1,7,4,0,3,1,1,0.72,0.6818,0.7,0.1343,0,6,2012-07-18 04:00:00,6
13417,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,5,41,2012-07-18 05:00:00,46
13418,3,1,7,6,0,3,1,1,0.72,0.6818,0.7,0.1642,10,152,2012-07-18 06:00:00,162
13419,3,1,7,7,0,3,1,1,0.74,0.697,0.66,0.1642,23,472,2012-07-18 07:00:00,495
13420,3,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,55,624,2012-07-18 08:00:00,679
13421,3,1,7,9,0,3,1,1,0.82,0.7879,0.56,0.0,44,253,2012-07-18 09:00:00,297
13422,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194,39,99,2012-07-18 10:00:00,138
13423,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0.0,47,136,2012-07-18 11:00:00,183
13424,3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,36,166,2012-07-18 12:00:00,202
13425,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0.0,49,154,2012-07-18 13:00:00,203
13426,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,54,116,2012-07-18 14:00:00,170
13427,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,42,152,2012-07-18 15:00:00,194
13428,3,1,7,16,0,3,1,1,0.74,0.697,0.66,0.2537,34,190,2012-07-18 16:00:00,224
13429,3,1,7,17,0,3,1,1,0.74,0.697,0.7,0.2537,35,335,2012-07-18 17:00:00,370
13430,3,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,63,580,2012-07-18 18:00:00,643
13431,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,78,438,2012-07-18 19:00:00,516
13432,3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896,56,310,2012-07-18 20:00:00,366
13433,3,1,7,21,0,3,1,1,0.76,0.7121,0.62,0.0,53,266,2012-07-18 21:00:00,319
13434,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896,42,246,2012-07-18 22:00:00,288
13435,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,19,112,2012-07-18 23:00:00,131
13436,3,1,7,0,0,4,1,1,0.74,0.697,0.66,0.0896,16,50,2012-07-19 00:00:00,66
13437,3,1,7,1,0,4,1,1,0.74,0.697,0.66,0.0896,6,19,2012-07-19 01:00:00,25
13438,3,1,7,2,0,4,1,1,0.72,0.6818,0.7,0.194,0,7,2012-07-19 02:00:00,7
13439,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,1,4,2012-07-19 03:00:00,5
13440,3,1,7,4,0,4,1,1,0.72,0.6818,0.7,0.1045,0,8,2012-07-19 04:00:00,8
13441,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,5,35,2012-07-19 05:00:00,40
13442,3,1,7,6,0,4,1,1,0.72,0.6818,0.66,0.1343,8,144,2012-07-19 06:00:00,152
13443,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,23,450,2012-07-19 07:00:00,473
13444,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,32,625,2012-07-19 08:00:00,657
13445,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,36,282,2012-07-19 09:00:00,318
13446,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.194,41,157,2012-07-19 10:00:00,198
13447,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,54,162,2012-07-19 11:00:00,216
13448,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,59,215,2012-07-19 12:00:00,274
13449,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,74,180,2012-07-19 13:00:00,254
13450,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,46,151,2012-07-19 14:00:00,197
13451,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,66,226,2012-07-19 15:00:00,292
13452,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,70,288,2012-07-19 16:00:00,358
13453,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,93,678,2012-07-19 17:00:00,771
13454,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,93,684,2012-07-19 18:00:00,777
13455,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,53,480,2012-07-19 19:00:00,533
13456,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,65,440,2012-07-19 20:00:00,505
13457,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,38,294,2012-07-19 21:00:00,332
13458,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,6,62,2012-07-19 22:00:00,68
13459,3,1,7,23,0,4,1,3,0.66,0.5909,0.89,0.2239,3,62,2012-07-19 23:00:00,65
13460,3,1,7,0,0,5,1,3,0.66,0.5909,0.89,0.0896,2,32,2012-07-20 00:00:00,34
13461,3,1,7,1,0,5,1,1,0.66,0.5909,0.89,0.1343,2,9,2012-07-20 01:00:00,11
13462,3,1,7,2,0,5,1,2,0.66,0.5909,0.89,0.0896,5,14,2012-07-20 02:00:00,19
13463,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,7,29,2012-07-20 03:00:00,36
13464,3,1,7,4,0,5,1,2,0.66,0.5909,0.89,0.1642,3,6,2012-07-20 04:00:00,9
13465,3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,2,40,2012-07-20 05:00:00,42
13466,3,1,7,6,0,5,1,2,0.66,0.5909,0.89,0.1642,3,123,2012-07-20 06:00:00,126
13467,3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.194,14,346,2012-07-20 07:00:00,360
13468,3,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,39,652,2012-07-20 08:00:00,691
13469,3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,45,328,2012-07-20 09:00:00,373
13470,3,1,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,51,182,2012-07-20 10:00:00,233
13471,3,1,7,11,0,5,1,3,0.72,0.697,0.74,0.194,51,161,2012-07-20 11:00:00,212
13472,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,2012-07-20 12:00:00,274
13473,3,1,7,13,0,5,1,3,0.68,0.6364,0.83,0.1045,20,136,2012-07-20 13:00:00,156
13474,3,1,7,14,0,5,1,3,0.7,0.6667,0.84,0.1642,53,176,2012-07-20 14:00:00,229
13475,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985,47,169,2012-07-20 15:00:00,216
13476,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,70,366,2012-07-20 16:00:00,436
13477,3,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,95,620,2012-07-20 17:00:00,715
13478,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,2012-07-20 18:00:00,622
13479,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,44,358,2012-07-20 19:00:00,402
13480,3,1,7,20,0,5,1,3,0.64,0.5758,0.83,0.3881,35,216,2012-07-20 20:00:00,251
13481,3,1,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,14,108,2012-07-20 21:00:00,122
13482,3,1,7,22,0,5,1,2,0.62,0.5758,0.83,0.194,13,122,2012-07-20 22:00:00,135
13483,3,1,7,23,0,5,1,2,0.62,0.5758,0.83,0.2836,18,148,2012-07-20 23:00:00,166
13484,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,11,92,2012-07-21 00:00:00,103
13485,3,1,7,1,0,6,0,2,0.62,0.5758,0.83,0.2537,10,62,2012-07-21 01:00:00,72
13486,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,5,55,2012-07-21 02:00:00,60
13487,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,7,18,2012-07-21 03:00:00,25
13488,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,11,5,2012-07-21 04:00:00,16
13489,3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537,7,10,2012-07-21 05:00:00,17
13490,3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,3,12,2012-07-21 06:00:00,15
13491,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,8,29,2012-07-21 07:00:00,37
13492,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,18,94,2012-07-21 08:00:00,112
13493,3,1,7,9,0,6,0,2,0.58,0.5455,0.83,0.194,32,175,2012-07-21 09:00:00,207
13494,3,1,7,10,0,6,0,3,0.58,0.5455,0.88,0.2537,49,219,2012-07-21 10:00:00,268
13495,3,1,7,11,0,6,0,2,0.6,0.5606,0.83,0.2537,80,225,2012-07-21 11:00:00,305
13496,3,1,7,12,0,6,0,3,0.6,0.5606,0.83,0.2239,156,301,2012-07-21 12:00:00,457
13497,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,106,248,2012-07-21 13:00:00,354
13498,3,1,7,14,0,6,0,2,0.6,0.5455,0.88,0.2537,121,222,2012-07-21 14:00:00,343
13499,3,1,7,15,0,6,0,3,0.6,0.5455,0.88,0.2537,148,232,2012-07-21 15:00:00,380
13500,3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.194,130,196,2012-07-21 16:00:00,326
13501,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,92,149,2012-07-21 17:00:00,241
13502,3,1,7,18,0,6,0,2,0.6,0.5455,0.88,0.194,51,126,2012-07-21 18:00:00,177
13503,3,1,7,19,0,6,0,2,0.6,0.5455,0.88,0.1642,67,171,2012-07-21 19:00:00,238
13504,3,1,7,20,0,6,0,3,0.6,0.5455,0.88,0.1642,51,163,2012-07-21 20:00:00,214
13505,3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,29,134,2012-07-21 21:00:00,163
13506,3,1,7,22,0,6,0,2,0.6,0.5455,0.88,0.1045,40,140,2012-07-21 22:00:00,180
13507,3,1,7,23,0,6,0,2,0.6,0.5455,0.88,0.0,32,117,2012-07-21 23:00:00,149
13508,3,1,7,0,0,0,0,2,0.6,0.5455,0.88,0.1045,17,96,2012-07-22 00:00:00,113
13509,3,1,7,1,0,0,0,2,0.6,0.5455,0.88,0.1642,31,99,2012-07-22 01:00:00,130
13510,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,32,90,2012-07-22 02:00:00,122
13511,3,1,7,3,0,0,0,2,0.6,0.5455,0.88,0.1045,13,30,2012-07-22 03:00:00,43
13512,3,1,7,4,0,0,0,1,0.6,0.5455,0.88,0.0,6,10,2012-07-22 04:00:00,16
13513,3,1,7,5,0,0,0,1,0.6,0.5455,0.88,0.0,0,6,2012-07-22 05:00:00,6
13514,3,1,7,6,0,0,0,2,0.62,0.5758,0.83,0.0896,5,14,2012-07-22 06:00:00,19
13515,3,1,7,7,0,0,0,2,0.62,0.5758,0.83,0.0,13,25,2012-07-22 07:00:00,38
13516,3,1,7,8,0,0,0,2,0.64,0.5909,0.78,0.0,31,122,2012-07-22 08:00:00,153
13517,3,1,7,9,0,0,0,2,0.66,0.6212,0.69,0.0,79,179,2012-07-22 09:00:00,258
13518,3,1,7,10,0,0,0,2,0.66,0.6212,0.74,0.0,114,265,2012-07-22 10:00:00,379
13519,3,1,7,11,0,0,0,2,0.66,0.6212,0.74,0.0,191,314,2012-07-22 11:00:00,505
13520,3,1,7,12,0,0,0,2,0.7,0.6515,0.7,0.1045,178,326,2012-07-22 12:00:00,504
13521,3,1,7,13,0,0,0,2,0.7,0.6515,0.65,0.0896,238,388,2012-07-22 13:00:00,626
13522,3,1,7,14,0,0,0,1,0.72,0.6818,0.66,0.1045,256,360,2012-07-22 14:00:00,616
13523,3,1,7,15,0,0,0,1,0.72,0.6818,0.66,0.1045,254,370,2012-07-22 15:00:00,624
13524,3,1,7,16,0,0,0,1,0.74,0.697,0.66,0.1045,245,383,2012-07-22 16:00:00,628
13525,3,1,7,17,0,0,0,1,0.74,0.697,0.66,0.2239,188,368,2012-07-22 17:00:00,556
13526,3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,173,342,2012-07-22 18:00:00,515
13527,3,1,7,19,0,0,0,1,0.72,0.6818,0.7,0.1642,180,342,2012-07-22 19:00:00,522
13528,3,1,7,20,0,0,0,1,0.7,0.6667,0.74,0.1642,124,254,2012-07-22 20:00:00,378
13529,3,1,7,21,0,0,0,1,0.7,0.6667,0.79,0.1045,88,257,2012-07-22 21:00:00,345
13530,3,1,7,22,0,0,0,1,0.7,0.6667,0.74,0.194,55,136,2012-07-22 22:00:00,191
13531,3,1,7,23,0,0,0,1,0.68,0.6364,0.79,0.1642,33,90,2012-07-22 23:00:00,123
13532,3,1,7,0,0,1,1,1,0.66,0.5909,0.89,0.0896,11,36,2012-07-23 00:00:00,47
13533,3,1,7,1,0,1,1,1,0.66,0.5909,0.89,0.194,7,20,2012-07-23 01:00:00,27
13534,3,1,7,2,0,1,1,2,0.66,0.5909,0.94,0.0896,3,14,2012-07-23 02:00:00,17
13535,3,1,7,3,0,1,1,2,0.66,0.5909,0.94,0.0896,0,2,2012-07-23 03:00:00,2
13536,3,1,7,4,0,1,1,2,0.66,0.5909,0.94,0.1343,0,8,2012-07-23 04:00:00,8
13537,3,1,7,5,0,1,1,2,0.66,0.5909,0.94,0.1343,3,48,2012-07-23 05:00:00,51
13538,3,1,7,6,0,1,1,2,0.68,0.6364,0.89,0.0896,9,148,2012-07-23 06:00:00,157
13539,3,1,7,7,0,1,1,1,0.7,0.6667,0.84,0.1343,17,404,2012-07-23 07:00:00,421
13540,3,1,7,8,0,1,1,1,0.72,0.697,0.79,0.1045,47,691,2012-07-23 08:00:00,738
13541,3,1,7,9,0,1,1,2,0.74,0.7121,0.74,0.1343,57,288,2012-07-23 09:00:00,345
13542,3,1,7,10,0,1,1,2,0.78,0.7424,0.62,0.0,63,137,2012-07-23 10:00:00,200
13543,3,1,7,11,0,1,1,2,0.8,0.7424,0.52,0.1642,69,129,2012-07-23 11:00:00,198
13544,3,1,7,12,0,1,1,2,0.8,0.7424,0.52,0.1642,109,205,2012-07-23 12:00:00,314
13545,3,1,7,13,0,1,1,2,0.8,0.7424,0.52,0.1045,64,176,2012-07-23 13:00:00,240
13546,3,1,7,14,0,1,1,2,0.78,0.7424,0.59,0.1642,82,189,2012-07-23 14:00:00,271
13547,3,1,7,15,0,1,1,1,0.8,0.7576,0.55,0.194,76,205,2012-07-23 15:00:00,281
13548,3,1,7,16,0,1,1,1,0.82,0.7727,0.52,0.1343,111,346,2012-07-23 16:00:00,457
13549,3,1,7,17,0,1,1,1,0.82,0.7727,0.52,0.1343,87,760,2012-07-23 17:00:00,847
13550,3,1,7,18,0,1,1,1,0.82,0.7576,0.46,0.1045,69,672,2012-07-23 18:00:00,741
13551,3,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,94,488,2012-07-23 19:00:00,582
13552,3,1,7,20,0,1,1,1,0.76,0.7121,0.62,0.1642,56,347,2012-07-23 20:00:00,403
13553,3,1,7,21,0,1,1,1,0.76,0.7121,0.62,0.194,45,251,2012-07-23 21:00:00,296
13554,3,1,7,22,0,1,1,1,0.74,0.6818,0.62,0.194,40,169,2012-07-23 22:00:00,209
13555,3,1,7,23,0,1,1,1,0.72,0.6818,0.66,0.1642,16,98,2012-07-23 23:00:00,114
13556,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,12,52,2012-07-24 00:00:00,64
13557,3,1,7,1,0,2,1,1,0.68,0.6364,0.79,0.1642,7,10,2012-07-24 01:00:00,17
13558,3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,6,10,2012-07-24 02:00:00,16
13559,3,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.1642,1,5,2012-07-24 03:00:00,6
13560,3,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6,2012-07-24 04:00:00,6
13561,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1045,5,45,2012-07-24 05:00:00,50
13562,3,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,17,173,2012-07-24 06:00:00,190
13563,3,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,24,492,2012-07-24 07:00:00,516
13564,3,1,7,8,0,2,1,1,0.74,0.697,0.7,0.194,49,694,2012-07-24 08:00:00,743
13565,3,1,7,9,0,2,1,1,0.84,0.803,0.53,0.0,40,299,2012-07-24 09:00:00,339
13566,3,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985,62,156,2012-07-24 10:00:00,218
13567,3,1,7,11,0,2,1,2,0.84,0.803,0.53,0.3284,45,156,2012-07-24 11:00:00,201
13568,3,1,7,12,0,2,1,2,0.82,0.7879,0.56,0.2239,60,169,2012-07-24 12:00:00,229
13569,3,1,7,13,0,2,1,2,0.84,0.803,0.53,0.2985,73,200,2012-07-24 13:00:00,273
13570,3,1,7,14,0,2,1,2,0.84,0.803,0.53,0.2239,48,196,2012-07-24 14:00:00,244
13571,3,1,7,15,0,2,1,1,0.82,0.7727,0.49,0.2985,73,212,2012-07-24 15:00:00,285
13572,3,1,7,16,0,2,1,1,0.8,0.7576,0.55,0.2985,86,369,2012-07-24 16:00:00,455
13573,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,94,775,2012-07-24 17:00:00,869
13574,3,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,110,767,2012-07-24 18:00:00,877
13575,3,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,109,523,2012-07-24 19:00:00,632
13576,3,1,7,20,0,2,1,1,0.74,0.697,0.66,0.1642,85,438,2012-07-24 20:00:00,523
13577,3,1,7,21,0,2,1,1,0.74,0.697,0.66,0.2239,53,325,2012-07-24 21:00:00,378
13578,3,1,7,22,0,2,1,1,0.74,0.697,0.66,0.2537,43,226,2012-07-24 22:00:00,269
13579,3,1,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,38,154,2012-07-24 23:00:00,192
13580,3,1,7,0,0,3,1,1,0.72,0.6667,0.58,0.2985,9,57,2012-07-25 00:00:00,66
13581,3,1,7,1,0,3,1,1,0.7,0.6515,0.58,0.194,2,26,2012-07-25 01:00:00,28
13582,3,1,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,1,11,2012-07-25 02:00:00,12
13583,3,1,7,3,0,3,1,1,0.66,0.6212,0.65,0.2239,1,11,2012-07-25 03:00:00,12
13584,3,1,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,0,4,2012-07-25 04:00:00,4
13585,3,1,7,5,0,3,1,1,0.64,0.6061,0.65,0.1642,5,54,2012-07-25 05:00:00,59
13586,3,1,7,6,0,3,1,1,0.64,0.6061,0.65,0.194,11,179,2012-07-25 06:00:00,190
13587,3,1,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,34,473,2012-07-25 07:00:00,507
13588,3,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,43,745,2012-07-25 08:00:00,788
13589,3,1,7,9,0,3,1,1,0.72,0.6515,0.37,0.2985,65,277,2012-07-25 09:00:00,342
13590,3,1,7,10,0,3,1,1,0.74,0.6515,0.37,0.0,68,163,2012-07-25 10:00:00,231
13591,3,1,7,11,0,3,1,1,0.76,0.6667,0.33,0.0,79,202,2012-07-25 11:00:00,281
13592,3,1,7,12,0,3,1,1,0.76,0.6667,0.33,0.0,77,233,2012-07-25 12:00:00,310
13593,3,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,81,231,2012-07-25 13:00:00,312
13594,3,1,7,14,0,3,1,1,0.8,0.697,0.29,0.1343,88,159,2012-07-25 14:00:00,247
13595,3,1,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,94,223,2012-07-25 15:00:00,317
13596,3,1,7,16,0,3,1,1,0.8,0.697,0.29,0.1642,91,393,2012-07-25 16:00:00,484
13597,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.0,130,783,2012-07-25 17:00:00,913
13598,3,1,7,18,0,3,1,1,0.8,0.697,0.27,0.1343,104,787,2012-07-25 18:00:00,891
13599,3,1,7,19,0,3,1,1,0.76,0.6667,0.33,0.1343,116,582,2012-07-25 19:00:00,698
13600,3,1,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642,106,461,2012-07-25 20:00:00,567
13601,3,1,7,21,0,3,1,1,0.72,0.6515,0.45,0.1343,71,326,2012-07-25 21:00:00,397
13602,3,1,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,55,223,2012-07-25 22:00:00,278
13603,3,1,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985,52,187,2012-07-25 23:00:00,239
13604,3,1,7,0,0,4,1,1,0.66,0.6212,0.65,0.194,27,65,2012-07-26 00:00:00,92
13605,3,1,7,1,0,4,1,1,0.66,0.6212,0.65,0.2239,6,23,2012-07-26 01:00:00,29
13606,3,1,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,5,16,2012-07-26 02:00:00,21
13607,3,1,7,3,0,4,1,1,0.66,0.6212,0.69,0.2239,0,8,2012-07-26 03:00:00,8
13608,3,1,7,4,0,4,1,1,0.66,0.6212,0.74,0.194,0,4,2012-07-26 04:00:00,4
13609,3,1,7,5,0,4,1,1,0.66,0.6212,0.74,0.194,2,40,2012-07-26 05:00:00,42
13610,3,1,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,16,165,2012-07-26 06:00:00,181
13611,3,1,7,7,0,4,1,1,0.7,0.6667,0.74,0.2537,17,478,2012-07-26 07:00:00,495
13612,3,1,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,49,680,2012-07-26 08:00:00,729
13613,3,1,7,9,0,4,1,2,0.72,0.6818,0.7,0.1343,55,289,2012-07-26 09:00:00,344
13614,3,1,7,10,0,4,1,1,0.74,0.697,0.7,0.2239,79,143,2012-07-26 10:00:00,222
13615,3,1,7,11,0,4,1,1,0.8,0.803,0.66,0.2239,69,143,2012-07-26 11:00:00,212
13616,3,1,7,12,0,4,1,1,0.84,0.8182,0.56,0.2537,73,206,2012-07-26 12:00:00,279
13617,3,1,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,53,189,2012-07-26 13:00:00,242
13618,3,1,7,14,0,4,1,1,0.9,0.8788,0.47,0.2537,62,151,2012-07-26 14:00:00,213
13619,3,1,7,15,0,4,1,1,0.92,0.8939,0.42,0.2985,65,173,2012-07-26 15:00:00,238
13620,3,1,7,16,0,4,1,1,0.94,0.8788,0.38,0.3881,62,312,2012-07-26 16:00:00,374
13621,3,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,110,628,2012-07-26 17:00:00,738
13622,3,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,73,615,2012-07-26 18:00:00,688
13623,3,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,80,534,2012-07-26 19:00:00,614
13624,3,1,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,47,399,2012-07-26 20:00:00,446
13625,3,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,35,236,2012-07-26 21:00:00,271
13626,3,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,33,201,2012-07-26 22:00:00,234
13627,3,1,7,23,0,4,1,1,0.72,0.6818,0.7,0.1343,18,127,2012-07-26 23:00:00,145
13628,3,1,7,0,0,5,1,1,0.72,0.6818,0.7,0.0,14,83,2012-07-27 00:00:00,97
13629,3,1,7,1,0,5,1,1,0.72,0.6818,0.7,0.1045,12,42,2012-07-27 01:00:00,54
13630,3,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,8,18,2012-07-27 02:00:00,26
13631,3,1,7,3,0,5,1,1,0.7,0.6667,0.74,0.1642,3,9,2012-07-27 03:00:00,12
13632,3,1,7,4,0,5,1,1,0.7,0.6667,0.79,0.0,3,5,2012-07-27 04:00:00,8
13633,3,1,7,5,0,5,1,1,0.7,0.6667,0.84,0.0,3,34,2012-07-27 05:00:00,37
13634,3,1,7,6,0,5,1,1,0.7,0.6667,0.79,0.0,10,129,2012-07-27 06:00:00,139
13635,3,1,7,7,0,5,1,1,0.72,0.6818,0.7,0.194,13,397,2012-07-27 07:00:00,410
13636,3,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,34,642,2012-07-27 08:00:00,676
13637,3,1,7,9,0,5,1,1,0.82,0.7727,0.49,0.2836,34,329,2012-07-27 09:00:00,363
13638,3,1,7,10,0,5,1,1,0.84,0.7727,0.47,0.0,85,146,2012-07-27 10:00:00,231
13639,3,1,7,11,0,5,1,1,0.84,0.7727,0.47,0.3284,67,184,2012-07-27 11:00:00,251
13640,3,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,92,207,2012-07-27 12:00:00,299
13641,3,1,7,13,0,5,1,1,0.84,0.7727,0.47,0.2836,83,231,2012-07-27 13:00:00,314
13642,3,1,7,14,0,5,1,1,0.86,0.803,0.47,0.2985,105,221,2012-07-27 14:00:00,326
13643,3,1,7,15,0,5,1,1,0.86,0.7879,0.41,0.2239,81,242,2012-07-27 15:00:00,323
13644,3,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,80,419,2012-07-27 16:00:00,499
13645,3,1,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,101,598,2012-07-27 17:00:00,699
13646,3,1,7,18,0,5,1,1,0.82,0.7576,0.46,0.1642,100,522,2012-07-27 18:00:00,622
13647,3,1,7,19,0,5,1,1,0.82,0.7727,0.52,0.194,93,423,2012-07-27 19:00:00,516
13648,3,1,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045,85,269,2012-07-27 20:00:00,354
13649,3,1,7,21,0,5,1,1,0.78,0.7424,0.59,0.1045,71,189,2012-07-27 21:00:00,260
13650,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151,2012-07-27 22:00:00,199
13651,3,1,7,23,0,5,1,1,0.76,0.7273,0.66,0.0,34,155,2012-07-27 23:00:00,189
13652,3,1,7,0,0,6,0,1,0.74,0.6818,0.62,0.1343,21,170,2012-07-28 00:00:00,191
13653,3,1,7,1,0,6,0,1,0.72,0.6818,0.7,0.0896,11,69,2012-07-28 01:00:00,80
13654,3,1,7,2,0,6,0,1,0.72,0.6818,0.7,0.0,14,76,2012-07-28 02:00:00,90
13655,3,1,7,3,0,6,0,1,0.72,0.6818,0.7,0.0,10,33,2012-07-28 03:00:00,43
13656,3,1,7,4,0,6,0,1,0.7,0.6667,0.79,0.194,1,10,2012-07-28 04:00:00,11
13657,3,1,7,5,0,6,0,1,0.68,0.6364,0.79,0.1642,4,10,2012-07-28 05:00:00,14
13658,3,1,7,6,0,6,0,1,0.7,0.6515,0.7,0.1045,10,40,2012-07-28 06:00:00,50
13659,3,1,7,7,0,6,0,1,0.72,0.6818,0.7,0.1343,18,58,2012-07-28 07:00:00,76
13660,3,1,7,8,0,6,0,1,0.74,0.697,0.66,0.1642,36,127,2012-07-28 08:00:00,163
13661,3,1,7,9,0,6,0,1,0.78,0.7424,0.59,0.1045,110,227,2012-07-28 09:00:00,337
13662,3,1,7,10,0,6,0,1,0.82,0.7727,0.52,0.2239,129,266,2012-07-28 10:00:00,395
